PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	WAYMAN, PA				WAYMAN, PA			DETERMINATION OF INERTIAL FRAME OF REFERENCE	QUARTERLY JOURNAL OF THE ROYAL ASTRONOMICAL SOCIETY			English	Article																Bohme S., 1965, Bulletin Astronomique, V25; BONDI H, 1961, COSMOLOGY, P27; BOSHNIAKOVICH NA, 1965, B ASTRON, V25, P119; CLEMENCE G M, 1949, Proc Am Philos Soc, V93, P532; CLEMENCE GM, 1943, ASTR PAP WASH, V11, P61; DESITTER W, 1938, B ASTR NETH, V8, P218; DIECKVOSS W, 1960, ASTRON J, V65, P171, DOI 10.1086/108212; DUNCOMBE RL, 1958, ASTR PAP WASH 1, V16; EDDINGTON AS, 1923, MATHEMATICAL THEORY; EGGEN OJ, 1961, R OBS B; Fotheringham J.K., 1926, Monthly Notices of the Royal Astronomical Society, V86; HALLEY E, 1918, PHIL T R SOC; JEFFREYS H, 1965, B ASTR PARIS, V25, P70; JONES HS, 1954, EARTH PLANET, P14; KUIPER G, 1954, EARTH PLANET      ED, P14; MACH E, 1893, SCIENCE MECHANICS, P229; Marsden B.G., 1965, Bulletin Astronomique, V25; MOLLER C, 1962, EVIDENCE GRAVITATION; MORGAN HR, 1951, BAN, V11, P379; MURRAY CA, 1965, R OBS B; NEWCOMB S, 1898, ASTR PAP A E, V8, P1; NEWCOMB S, 1895, FUNDAMENTAL CONSTANT; OGORODNIKOV KF, 1965, DYNAMICS STELLAR SYS, P96; Oort J. H., 1927, B ASTRON I NETH, V4, P79; RUBIN VC, 1964, ASTRON J, V69, P80; SMART WM, 1953, CELESTIAL MECHANICS, P352; STRAND KA, 1964, SKY TELESCOPE, V27, P204; SYNGE JL, 1964, RELATIVITY GENERAL T; VASILEVSKIS S, 1957, ASTRON J, V62, P126, DOI 10.1086/107482; VASILEVSKIS S, 1954, ASTRON J, V59, P40, DOI 10.1086/106947; VYSSOTSKY AN, 1948, ASTROPHYS J, V53, P63; WILKINS GA, 1964, Q J ROY ASTRON SOC, V5, P23; WOOLARD EW, 1953, ASTR PAP WASH, V15; 1965, B ASTR PARIS, V25; 1963, IAU11 INF B, P11; 1950, B ASTR PARIS, V15	36	18	18	BLACKWELL SCIENCE LTD	OXFORD	P O BOX 88, OSNEY MEAD, OXFORD OX2 0NE, OXON, ENGLAND	0035-8738			Q J ROY ASTRON SOC	Q. J. R. Astron. Soc.		1966	7	2					138	&				0	Astronomy & Astrophysics	Astronomy & Astrophysics	86841	WOS:A19668684100006		
J	SEMENOV, VP				SEMENOV, VP			INERTIAL FRAME OF REFERENCE IN KERRS SPACE	IZVESTIYA VYSSHIKH UCHEBNYKH ZAVEDENII FIZIKA			Russian	Article									ALL UNION OPTICOPHYS MEASUREMENTS INST,MOSCOW,USSR							BONDI H, 1962, PROC R SOC LON SER-A, V269, P21, DOI 10.1098/rspa.1962.0161; DEHNEN H, 1964, Z PHYS, V179, P76, DOI 10.1007/BF01379215; DENEN G, 1970, EINSHTEINOVSKII SBOR; DOZMOROV IM, IN PRESS; DOZMOROV IM, 1971, PROBLEMY TEORII GRAV; DOZMOROV IM, 1971, IZV VUZ FIZ+, P76; DOZMOROV IM, 1973, IZV VUZ FIZ+, P47; DOZMOROV IM, 1973, IZV VUZ FIZ+, P55; DOZMOROV IM, 1970, VNIIOFI7027 PREPR MO; DOZMOROV IM, 1971, IZV VUZ FIZ+, P68; DOZMOROV IM, 1972, 3 SOV GRAV K ER, P57; DOZMOROV IM, 1970, IZV VUZ FIZ+, P7; DOZMOROV IM, 1973, IZV VUZ FIZ+, P40; IVANITSKAYA OS, 1969, NAUKA TEKHNIKA; KOMAR A, 1959, PHYS REV, V113, P934, DOI 10.1103/PhysRev.113.934; MARKEVICH VE, 1972, 3 SOV GRAV K ER, P102; NEWMAN E, 1962, J MATH PHYS, V3, P566, DOI 10.1063/1.1724257; Papapetrou A., 1948, Proceedings of the Royal Irish Academy, Section A (Mathematical, Astronomical and Physical Science), V52; PIRANI F, 1962, THEORIES RELAT GRAVI; RODICHEV VI, 1968, EINSHTEINOVSKII SBOR; RODICHEV VI, 1971, EINSHTEINOVSKII SBOR; SACHS R, 1962, PHYS REV, V128, P2851, DOI 10.1103/PhysRev.128.2851; SING D, 1963, OBSHCHAYA TEORIYA OT; WINICOUR J, 1965, PHYS REV LETT, V15, P601, DOI 10.1103/PhysRevLett.15.601	24	1	1	IZVESTIA VUZOV FIZIKA	TOMSK	REVOLUTION SQUARE 1, 634050 TOMSK, RUSSIA	0021-3411			IZV VUZ FIZ+			1974		1					57	62				6	Physics, Multidisciplinary	Physics	S1018	WOS:A1974S101800012		
J	GUTSUNAEV, TI; ERMOLAEV, YG; TERLETSKII, YP				GUTSUNAEV, TI; ERMOLAEV, YG; TERLETSKII, YP			CONNECTION BETWEEN SINGULARITIES OF METRIC OF A NON-INERTIAL FRAME OF REFERENCE AND RADIATION	IZVESTIYA VYSSHIKH UCHEBNYKH ZAVEDENII FIZIKA			Russian	Note									P LUMUMBA STATE UNIV,MOSCOW,USSR							Born M, 1909, ANN PHYS-BERLIN, V30, P1; GOUTSOUN.TI, 1971, CR ACAD SCI A MATH, V272, P1138; Whittaker ET, 1927, P R SOC LOND A-CONTA, V116, P720, DOI 10.1098/rspa.1927.0160	3	2	2	IZVESTIA VUZOV FIZIKA	TOMSK	REVOLUTION SQUARE 1, 634050 TOMSK, RUSSIA	0021-3411			IZV VUZ FIZ+			1976		5					151	154				4	Physics, Multidisciplinary	Physics	CD728	WOS:A1976CD72800040		
J	GUTSUNAEV, TI; ERMOLAEV, YG; TERLETSKII, YP				GUTSUNAEV, TI; ERMOLAEV, YG; TERLETSKII, YP			GENERALIZATION OF LIENARD-WIECHERTS FORMULAS FOR A NON-INERTIAL FRAME OF REFERENCE	IZVESTIYA VYSSHIKH UCHEBNYKH ZAVEDENII FIZIKA			Russian	Note									P LUMUMBA STATE UNIV,MOSCOW,USSR							Born M, 1909, ANN PHYS-BERLIN, V30, P1; Whittaker ET, 1927, P R SOC LOND A-CONTA, V116, P720, DOI 10.1098/rspa.1927.0160	2	0	0	IZVESTIA VUZOV FIZIKA	TOMSK	REVOLUTION SQUARE 1, 634050 TOMSK, RUSSIA	0021-3411			IZV VUZ FIZ+			1976		5					154	155				2	Physics, Multidisciplinary	Physics	CD728	WOS:A1976CD72800041		
J	BERG, RE				BERG, RE			LOCAL INERTIAL FRAME OF REFERENCE DEMONSTRATION	AMERICAN JOURNAL OF PHYSICS			English	Note										BERG, RE (reprint author), UNIV MARYLAND,DEPT PHYS & ASTRON,LECTURE DEMONSTRAT FACIL,COLLEGE PK,MD 20742, USA.						Misner C. W., 1973, GRAVITATION	1	0	0	AMER INST PHYSICS	WOODBURY	CIRCULATION FULFILLMENT DIV, 500 SUNNYSIDE BLVD, WOODBURY, NY 11797-2999	0002-9505			AM J PHYS	Am. J. Phys.		1980	48	4					310	312		10.1119/1.12151		3	Education, Scientific Disciplines; Physics, Multidisciplinary	Education & Educational Research; Physics	JQ032	WOS:A1980JQ03200021		
J	VEROZUB, LV				VEROZUB, LV			DYNAMICS IN A NON-INERTIAL FRAME OF REFERENCE	UKRAINSKII FIZICHESKII ZHURNAL			Russian	Article										VEROZUB, LV (reprint author), AM GORKII STATE UNIV,KHARKOV,UKSSR.						MELLER K, 1975, TEORIYA OTNOSITELNOS, P400; RUND H, 1959, DIFFERENTIAL GEOMETR, P283; SIAMA D, 1971, FIZICHESKIE PRINTSIP, P100; SING DL, 1963, KLASSICHESKAYA DINAM, P448; VEROZUB LV, 1981, UKR FIZ ZH+, V26, P131; VEROZUB LV, 1981, UKR FIZ ZH+, V26, P778	6	1	1	ACADEMY SCIENCE UKRAINE	KIEV 22	PROSPECT SCIENCE 46,MSP, KIEV 22, UKRAINE 252650	0503-1265			UKR FIZ ZH+	Ukr. Fiz. Zhurnal		1981	26	10					1598	1604				7	Physics, Multidisciplinary	Physics	MU634	WOS:A1981MU63400003		
J	INCE, LP				INCE, LP			A THEORETICAL FOUNDATION FOR A SCIENCE OF BEHAVIORAL PHYSICS	PHYSICS ESSAYS			English	Article						SPECIAL AND GENERAL RELATIVITY; CLASSICAL PHYSICS; BEHAVIOR CONSIDERED AS AN EQUIVALENT OF MASS AND ENERGY; REINFORCEMENT AND PUNISHMENT; ACCELERATION OF BEHAVIOR AND ATTRACTION OF ENERGY; RELATIONSHIPS OF ORGANIC MASSES; BEHAVIORAL SYSTEMS		A new field of study, behavioral physics, is proposed in which fundamental principles of classical and relativistic physics are applied to the behavior of organisms. This is done by considering behavior as the equivalent of mass and, hence, energy, as occurring in an inertial frame of reference, and as measurable as changes in position and velocity along a time continuum. The primary forces that accelerate behavior are considered to be reinforcement, which increases its velocity, and punishment, which reduces its velocity. Based upon this, a theory of behavioral energy is proposed in which it is seen that a positively accelerated behavior attracts energy from the behavioral system to which it belongs, while a negatively accelerated behavior returns energy to the system, as a function of the proportional relationship of the masses involved. Behaviors of large systems, their components, and closed and open behavioral systems appear to conform to the tenets of the theory.		INCE, LP (reprint author), UNIV VIRGINIA,HLTH SCI CTR,FISHERSVILLE,VA 22939, USA.							0	0	0	UNIV TORONTO PRESS INC	ONTARIO	JOURNALS DEPT, 5201 DUFFERIN ST, ONTARIO NORTH YORK M3H 5T8, CANADA	0836-1398			PHYS ESSAYS	Phys. Essays	DEC	1990	3	4					379	385				7	Physics, Multidisciplinary	Physics	EP458	WOS:A1990EP45800009		
J	GALECZKI, G				GALECZKI, G			WHY IS RELATIVITY INTERESTING - COMMENTS	PHYSICS ESSAYS			English	Note						SPECIAL THEORY OF RELATIVITY; RELATIVISTIC KINEMATICS; INERTIAL FRAME OF REFERENCE		The special theory of relativity is far from being a closed matter: (1) it is of interest not only to philosophers of science, but especially to active professional physicists; (2) it is largely misunderstood; (3) it is the result of intellectual efforts from at least three personalities: Poincare, Lorentz, and Einstein; (4) its coherency is conditioned by the consistent use Of radar-velocities measured by the signaling method implied by Einstein's 1905 paper. Radar velocities do not obey the classical velocity composition law and are kinematically upper-bounded. Newtonian dynamics and the dynamic definition of the inertial frame of reference are not parts of the special theory of relativity.		GALECZKI, G (reprint author), UNIV COLOGNE,INST PHYS 2,ZULPICHER STR 77,W-5000 COLOGNE 41,GERMANY.							0	0	0	UNIV TORONTO PRESS INC	TORONTO	JOURNALS DIVISION, 5201 DUFFERIN ST, DOWNSVIEW, TORONTO ON M3H 5T8, CANADA	0836-1398			PHYS ESSAYS	Phys. Essays	JUN	1993	6	2					221	224				4	Physics, Multidisciplinary	Physics	MJ918	WOS:A1993MJ91800010		
J	ERSHKOVICH, AI; ISRAELEVICH, PL				ERSHKOVICH, AI; ISRAELEVICH, PL			ON THE CONVECTIVE INSTABILITY OF THE COMETARY IONOSPHERE	ASTROPHYSICAL JOURNAL			English	Article						COMETS; CONVECTION; INSTABILITIES	MAGNETIC CAVITY; INNER COMA; HALLEY; IONOPAUSE; STABILITY; PLASMA	The stability analysis of a cometary ionosphere by Ershkovich, McKenzie, and Axford is extended to include the effects of plasma motion. In the local inertial frame of reference moving with the plasma we arrived at the same instability criterion, but the Brunt-Vaisala frequency which governs the convective instability now involves the centrifugal force which has a destabilizing effect. As a result, the unstable layer becomes broader, expanding to greater distances from the ionopause. An increase of the comet production rate is shown to stabilize the ionosphere whereas an increase of the ion-neutral momentum exchange rate has a destabilizing effect. The cometary ionopause is shown to undergo the convective instability. The apparent stability of the Halley ionopause is due to the fact that perturbations are convected well downstream with the plasma bulk velocity V(o) before growing substantially. Thus we arrive at the conclusion that the cometary ionopause cannot be at rest: V(o) not-equal 0.		ERSHKOVICH, AI (reprint author), TEL AVIV UNIV,RAYMOND & BEVERLY SACKLER FAC EXACT SCI,IL-69978 TEL AVIV,ISRAEL.						CRAVENS TE, 1987, GEOPHYS RES LETT, V14, P983, DOI 10.1029/GL014i010p00983; CRAVENS TE, 1989, J GEOPHYS RES, V94, P15025, DOI 10.1029/JA094iA11p15025; CRAVENS TE, 1986, ESA SP250 EUR SPAC A, P241; ERSHKOVICH AI, 1986, ASTROPHYS J, V311, P1031, DOI 10.1086/164840; ERSHKOVICH AI, 1988, ASTROPHYS J, V328, P967, DOI 10.1086/166350; ERSHKOVICH AI, 1986, ASTROPHYS J, V302, P849, DOI 10.1086/164045; ERSHKOVICH AI, 1989, ASTROPHYS J, V344, P932, DOI 10.1086/167861; HAERENDEL G, 1987, GEOPHYS RES LETT, V14, P673, DOI 10.1029/GL014i007p00673; IP WH, 1987, NATURE, V325, P418, DOI 10.1038/325418a0; ISRAELEVICH PL, 1992, J GEOPHYS RES, V97, P17045, DOI 10.1029/92JA01209; Landau L. D., 1959, FLUID MECHANICS; MCKENZIE JF, 1990, ASTROPHYS J, V360, P275, DOI 10.1086/169117; NEUBAUER FM, 1986, NATURE, V321, P352, DOI 10.1038/321352a0; NEUBAUER FM, 1987, ASTRON ASTROPHYS, V187, P73; NEUBAUER FM, 1988, J GEOPHYS RES, V93, P7272, DOI 10.1029/JA093iA07p07272; SCHWENN R, 1987, ASTRON ASTROPHYS, V187, P160; SEIVASTAVA KM, 1993, IN PRESS J GEOPHYS R	17	2	3	UNIV CHICAGO PRESS	CHICAGO	5720 S WOODLAWN AVE, CHICAGO, IL 60637	0004-637X			ASTROPHYS J	Astrophys. J.	JUL 10	1993	411	2	1				891	895		10.1086/172893		5	Astronomy & Astrophysics	Astronomy & Astrophysics	LJ884	WOS:A1993LJ88400048		
J	WU, JZ; WU, XH; WU, JM				WU, JZ; WU, XH; WU, JM			STREAMING VORTICITY FLUX FROM OSCILLATING WALLS WITH FINITE-AMPLITUDE	PHYSICS OF FLUIDS A-FLUID DYNAMICS			English	Article							CYLINDER; FLOW; WAKE	How to describe vorticity creation from a moving wall is a long standing problem. This paper discusses relevant issues at the fundamental level. First, it is shown that the concept of ''vorticity flux due to wall acceleration'' can be best understood by following fluid particles on the wall rather than observing the flow at fixed spatial points. This is of crucial importance when the time-averaged flux is to be considered. The averaged flux has to be estimated in a wall-fixed frame of reference (in which there is no flux due to wall acceleration at all); or, if an inertial frame of reference is used, the generalized Lagrangian mean (GLM) also gives the same result. Then, for some simple but typical configurations, the time-averaged vorticity flux from a harmonically oscillating wall with finite amplitude is analyzed, without appealing to small perturbation. The main conclusion is that the wall oscillation will produce an additional mean vorticity flux (a fully nonlinear streaming effect), which is partially responsible for the mechanism of vortex flow control by waves. The results provide qualitative explanation for some experimentally and/or computationally observed phenomena.		WU, JZ (reprint author), UNIV TENNESSEE,INST SPACE,TULLAHOMA,TN 37388, USA.						ANDREWS DG, 1978, J FLUID MECH, V89, P609, DOI 10.1017/S0022112078002773; Batchelor G. K., 1967, INTRO FLUID DYNAMICS; BROWN SN, 1975, J FLUID MECH, V67, P743, DOI 10.1017/S0022112075000584; BOUARD R, 1980, J FLUID MECH, V101, P583, DOI 10.1017/S0022112080001814; EDWARDS RH, 1982, J FLUID MECH, V120, P463, DOI 10.1017/S0022112082002857; KANDIL OA, 1991, AIAA910435 PAP; LIGHTHILL J, 1979, 2ND P INT C BEH OFFS, V1, P1; LIGHTHIL.MJ, 1973, J FLUID MECH, V60, P1, DOI 10.1017/S0022112073000017; MORTON BR, 1984, GEOPHYS ASTROPHYS FL, V28, P227; REYNOLDS WC, 1985, AIAA850527 PAP; SAFFMAN PG, 1977, STUD APPL MATH, V57, P107; SPEDDING GR, 1987, 2ND P AFOSR WORKSH U, P283; TANEDA S, 1977, PROG AEROSP SCI, V17, P287; TOKUMARU PT, 1991, J FLUID MECH, V224, P77, DOI 10.1017/S0022112091001659; Wu J., 1991, PROGR AEROSPACE SCI, V28, P73, DOI DOI 10.1016/0376-0421(91)90001-K); WU J, 1989, AIAA891024 PAP; Wu J. Z., 2006, LAMINAR BOUNDARY LAY; WU J. Z., 1988, FLUID DYN RES, V3, P203, DOI 10.1016/0169-5983(88)90066-4; WU JM, 1990, 1990 INT S NONST FLU, V92, P357; WU JM, 1992, IN PRESS IUTAM S FLU; WU JZ, 1992, 40TH SIAM ANN M LOS; WU JZ, 1986, ACTA AERODYN SINICA, V4, P168; WU JZ, IN PRESS J FLUID MEC; ZHOU MD, 1993, 3RD AIAA SHEAR FLOW	24	13	13	AMER INST PHYSICS	WOODBURY	CIRCULATION FULFILLMENT DIV, 500 SUNNYSIDE BLVD, WOODBURY, NY 11797-2999	0899-8213			PHYS FLUIDS A-FLUID		AUG	1993	5	8					1933	1938		10.1063/1.858819		6	Mechanics; Physics, Fluids & Plasmas	Mechanics; Physics	LN702	WOS:A1993LN70200010		
